AGE,LENGTH,WEIGHT
2,203,0.094
1,190,0.074
1,233,0.15
1,215,0.108
1,201,0.094
3,263,0.222
2,259,0.202
3,281,0.268
1,268,0.216
1,264,0.268
1,276,0.256
5,338,0.488
3,295,0.31
3,303,0.33
1,272,0.24
3,306,0.336
1,321,0.448
4,319,0.422
2,347,0.514
3,289,0.288
1,262,0.208
1,312,0.446
1,273,0.238
3,300,0.32
3,329,0.512
1,238,0.186
1,228,0.154
1,241,0.19
2,230,0.15
2,254,0.19
3,313,0.386
1,286,0.338
3,283,0.284
5,334,0.478
9,328,0.426
8,347,0.486
1,233,0.148
1,248,0.176
1,230,0.17
6,319,0.376
6,298,0.322
2,272,0.268
2,235,0.172
1,228,0.15
1,247,0.18
5,348,0.604
2,240,0.176
2,295,0.352
4,272,0.258
3,292,0.32
1,241,0.174
1,259,0.206
1,263,0.258
4,262,0.246
1,240,0.16
1,230,0.162
3,241,0.154
10,333,0.47
1,292,0.35
4,379,0.704
1,260,0.252
3,263,0.22
1,229,0.142
4,298,0.326
5,306,0.346
3,260,0.218
3,259,0.248
1,248,0.192
5,309,0.37
3,293,0.294
1,250,0.184
3,255,0.22
1,229,0.15
1,199,0.096
2,254,0.208
13,338,0.536
5,333,0.498
6,327,0.454
1,250,0.212
3,306,0.372
6,261,0.238
3,272,0.262
3,278,0.262
3,246,0.186
3,250,0.202
4,257,0.212
6,328,0.384
9,389,0.66
6,346,0.494
3,256,0.186
2,268,0.21
4,253,0.184
10,344,0.51
6,318,0.376
4,321,0.41
4,295,0.295
6,299,0.305
2,249,0.166
3,255,0.196
1,240,0.152
4,339,0.466
2,242,0.154
2,250,0.162
2,264,0.188
6,333,0.392
6,339,0.46
6,327,0.396
6,349,0.51
2,221,0.112
3,261,0.18
2,248,0.156
4,266,0.192
4,337,0.464
4,321,0.352
4,306,0.31
3,321,0.346
2,295,0.272
6,328,0.428
7,363,0.546
6,376,0.592
5,338,0.422
2,286,0.26
3,257,0.185
4,383,0.645
6,365,0.58
6,337,0.418
6,300,0.286
6,321,0.396
3,235,0.144
4,240,0.148
2,213,0.11
2,224,0.126
2,271,0.226
6,347,0.506
3,234,0.142
8,389,0.682
3,263,0.182
2,220,0.12
1,190,0.084
4,405,0.836
3,216,0.114
3,224,0.114
2,242,0.134
3,327,0.374
4,263,0.2
3,256,0.19
6,289,0.264
6,311,0.358
6,368,0.576
17,376,0.612
3,258,0.184
4,235,0.134
2,256,0.164
6,351,0.496
4,339,0.456
3,309,0.292
2,226,0.118
2,213,0.11
2,230,0.124
4,268,0.226
4,269,0.214
9,289,0.264
4,351,0.46
11,417,0.77
6,368,0.566
1,198,0.08
2,215,0.112
1,210,0.104
1,270,0.206
2,253,0.184
4,261,0.228
6,330,0.412
5,316,0.366
2,286,0.278
2,278,0.232
3,293,0.286
2,298,0.308
4,297,0.328
6,389,0.744
6,351,0.594
6,346,0.56
6,372,0.654
8,478,1.462
2,259,0.19
2,248,0.198
2,226,0.164
2,250,0.2
4,298,0.358
4,304,0.38
4,293,0.352
4,243,0.198
2,229,0.152
2,212,0.114
5,293,0.312
2,259,0.222
3,290,0.35
3,229,0.164
2,240,0.198
2,227,0.148
2,233,0.17
5,306,0.386
6,325,0.512
4,302,0.364
6,325,0.48
3,224,0.132
3,230,0.154
1,194,0.076
6,350,0.554
2,230,0.146
2,215,0.108
2,213,0.128
2,199,0.098
2,214,0.138
1,227,0.146
2,270,0.244
6,286,0.32
4,264,0.248
1,194,0.1
1,198,0.09
3,221,0.124
3,253,0.21
4,317,0.44
4,327,0.484
5,309,0.444
2,298,0.366
3,244,0.172
3,259,0.224
2,249,0.182
3,272,0.242
1,194,0.084
1,194,0.082
2,236,0.172
1,293,0.3
4,339,0.516
2,240,0.174
2,220,0.122
2,207,0.102
1,178,0.062
3,228,0.162
2,276,0.238
1,281,0.236
4,273,0.252
3,234,0.136
3,220,0.126
3,250,0.166
2,224,0.09
2,199,0.1
3,244,0.16
6,290,0.36
6,272,0.326
1,298,0.356
4,281,0.298
2,210,0.106
3,234,0.162
4,234,0.178
2,266,0.272
6,293,0.316
5,298,0.394
2,204,0.13
3,252,0.194
2,181,0.118
2,228,0.16
2,214,0.136
3,235,0.17
6,314,0.394
2,222,0.132
2,245,0.21
5,269,0.266
1,219,0.134
4,267,0.246
1,229,0.146
2,210,0.13
1,207,0.12
4,280,0.272
4,258,0.224
4,273,0.23
8,369,0.704
10,328,0.5
4,318,0.39
2,163,0.046
3,279,0.274
2,234,0.164
2,245,0.166
2,244,0.17
2,226,0.164
2,222,0.144
2,224,0.152
3,238,0.17
2,235,0.158
2,253,0.23
2,232,0.152
1,215,0.122
2,225,0.14
2,212,0.13
2,239,0.178
1,204,0.1
2,214,0.122
1,215,0.124
1,219,0.124
1,205,0.1
2,229,0.128
2,259,0.232
5,274,0.294
3,264,0.262
1,197,0.098
2,230,0.142
1,200,0.1
2,242,0.152
1,193,0.094
2,227,0.128
2,240,0.152
3,222,0.124
2,363,0.714
2,307,0.428
2,367,0.654
3,267,0.296
2,264,0.252
2,277,0.28
3,275,0.266
3,249,0.196
3,306,0.4
3,253,0.206
2,292,0.336
1,279,0.248
2,287,0.282
3,238,0.182
1,221,0.158
2,245,0.206
2,257,0.2
4,337,0.474
5,353,0.596
3,303,0.346
2,282,0.29
1,219,0.132
2,244,0.178
1,234,0.16
3,263,0.234
1,240,0.164
3,247,0.206
1,244,0.174
1,240,0.172
3,258,0.206
1,239,0.168
1,260,0.222
1,252,0.202
2,274,0.264
2,294,0.332
10,415,1.092
1,162,0.044
2,261,0.216
1,251,0.19
1,235,0.162
2,167,0.034
1,249,0.198
1,233,0.14
2,239,0.182
2,286,0.252
2,235,0.164
2,216,0.12
2,249,0.174
2,255,0.224
2,317,0.448
2,293,0.358
2,247,0.19
2,314,0.444
3,275,0.256
4,270,0.222
